date,components temperature(℃),temperature(℃),air pressure(hPa),humidity(%),total radiation(W/m2),direct radiation(W/m2),diffuse radiation(W/m2),load(mw)
2019-01-29 06:15:00,-9.325,-11.435,926.036,77.665,0,0,0,0
2019-01-29 06:30:00,-9.235,-11.625,926.04,78.111,0,0,0,0
2019-01-29 06:45:00,-9.2675,-11.95,926.044,77.859,0,0,0,0
2019-01-29 07:00:00,-9.545,-12.125,926.048,76.976,0,0,0,0
2019-01-29 07:15:00,-9.6,-12.197,926.047,75.216,0,0,0,0
2019-01-29 07:30:00,-9.6,-12.331,926.047,73.493,0,0,0,0
2019-01-29 07:45:00,-9.7325,-12.307,926.045,70.962,0,0,0,0
2019-01-29 08:00:00,-9.75,-12.577,926.04,70.63,0,0,0,0
2019-01-29 08:15:00,-10.35,-12.739,926.034,70.502,0,0,0,0
2019-01-29 08:30:00,-10.8,-12.576,926.029,69.458,0,0,0,0
2019-01-29 08:45:00,-11.085,-12.525,926.039,68.286,0,0,0,0
2019-01-29 09:00:00,-11.365,-12.582,926.042,68.64,0,0,0,0
2019-01-29 09:15:00,-11.4,-12.925,926.046,69.672,0,0,4.40678,0.102333
2019-01-29 09:30:00,-11.3725,-13.039,926.045,67.507,25.825,23.13,13.5867,1.1632
2019-01-29 09:45:00,-11.0825,-13.065,926.042,66.199,57.675,51.705,30.08,3.1476
2019-01-29 10:00:00,-10.4375,-12.941,926.041,62.213,103.825,93.3525,49.8,7.1046
2019-01-29 10:15:00,-9.1175,-12.801,926.036,57.129,160.325,144.135,75.8933,11.158934
2019-01-29 10:30:00,-7.9225,-12.737,926.036,56.028,218.075,196.11,103.427,15.016267
2019-01-29 10:45:00,-6.6375,-12.79,926.03,56.4,251.85,226.71,118.347,17.213333
2019-01-29 11:00:00,-5.215,-12.563,926.027,54.292,332.175,298.8,165.387,19.283134
2019-01-29 11:15:00,-3.8525,-12.435,926.027,56.305,401.425,361.125,197.067,19.273067
2019-01-29 11:30:00,-2.125,-12.298,926.026,56.024,459.225,413.302,220,19.130667
2019-01-29 11:45:00,-0.88,-12.231,926.024,55.181,496.075,446.468,236.907,18.704535
2019-01-29 12:00:00,-0.06,-12.16,926.026,56.132,540.375,486.337,257.853,18.767735
2019-01-29 12:15:00,1.2225,-12.062,926.029,54.372,609.975,548.978,293.293,18.806734
2019-01-29 12:30:00,1.8675,-11.947,926.031,51.729,628.075,565.268,295.933,18.843601
2019-01-29 12:45:00,1.925,-11.98,926.031,53.525,639.5,575.55,144.387,18.873135
2019-01-29 13:00:00,3.005,-11.918,926.032,50.734,692.4,623.16,124.827,18.901533
2019-01-29 13:15:00,3.9725,-11.87,926.031,50.388,743.975,669.578,131.053,18.719069
2019-01-29 13:30:00,4.855,-11.726,926.03,48.74,722.825,650.542,139.787,18.728933
2019-01-29 13:45:00,5.2875,-11.926,926.029,48.842,736.55,662.895,318.68,18.748335
2019-01-29 14:00:00,4.1775,-11.989,926.028,48.581,745.3,670.77,371.693,18.706001
2019-01-29 14:15:00,1.2025,-11.706,926.031,48.301,573.4,516.06,285.013,18.759134
2019-01-29 14:30:00,3.9525,-11.863,926.028,46.96,667.325,600.593,336.227,18.641735
2019-01-29 14:45:00,1.55,-11.876,926.027,44.954,549.8,494.82,283.893,18.807934
2019-01-29 15:00:00,3.74,-11.963,926.03,46.547,708.75,637.875,366.293,18.720001
2019-01-29 15:15:00,2.03,-11.824,926.034,44.594,581.9,523.71,301.387,18.715801
2019-01-29 15:30:00,-1.1375,-11.835,926.032,44.803,451.825,406.642,235.867,18.682201
2019-01-29 15:45:00,-2.7375,-11.743,926.029,45.682,395,355.185,205.133,18.808334
2019-01-29 16:00:00,-1.925,-11.947,926.031,45.91,399.65,360.09,207.12,18.418535
2019-01-29 16:15:00,-3.495,-12.022,926.032,46.561,338.325,304.627,169.947,19.043734
2019-01-29 16:30:00,-2.15,-11.798,926.031,45.816,396.65,357.232,203.987,14.447667
2019-01-29 16:45:00,-4.905,-11.728,926.032,45.76,247.4,222.435,119.187,17.994534
2019-01-29 17:00:00,-4.8075,-11.819,926.031,43.466,272.125,244.17,129.733,20.312134
2019-01-29 17:15:00,-4.1425,-11.816,926.027,43.568,306.675,276.3,145.867,16.557934
2019-01-29 17:30:00,-5.8075,-12.032,926.024,45.281,231.45,208.575,108.773,12.210934
2019-01-29 17:45:00,-7.23,-12.227,926.021,43.621,185.25,166.905,88.7333,7.119333
2019-01-29 18:00:00,-8.645,-12.352,926.015,44.376,119.45,107.865,59.0933,3.249267
2019-01-29 18:15:00,-10.1675,-12.529,926.01,44.83,72.125,64.9125,38.88,1.455
2019-01-29 18:30:00,-10.6925,-12.632,926.005,44.824,38.9,35.01,22.2,0.488733
2019-01-29 18:45:00,-11.5425,-12.731,925.998,44.097,9.725,8.7525,10.2933,0
2019-01-29 19:00:00,-12.475,-12.798,926.005,43.302,0,0,0,0
2019-01-29 19:15:00,-12.91,-12.852,926.031,42.525,0,0,0,0
2019-01-29 19:30:00,-13.23,-12.898,926.033,41.326,0,0,0,0
2019-01-29 19:45:00,-13.46,-12.871,926.033,39.285,0,0,0,0
2019-01-29 20:00:00,-13.65,-12.946,926.029,38.561,0,0,0,0
2019-01-29 20:15:00,-13.5,-12.994,926.024,38.056,0,0,0,0
2019-01-29 20:30:00,-13.6125,-12.916,926.022,37.701,0,0,0,0
2019-01-29 20:45:00,-13.875,-12.882,926.019,38.128,0,0,0,0
2019-01-29 21:00:00,-14.39,-12.822,926.022,36.884,0,0,0,0
2019-01-29 21:15:00,-14.49,-12.673,926.024,36.124,0,0,0,0
2019-01-29 21:30:00,-14.475,-12.637,926.023,35.387,0,0,0,0
2019-01-29 21:45:00,-14.6,-12.701,926.023,34.358,0,0,0,0
2019-01-29 22:00:00,-14.7075,-12.83,926.021,34.242,0,0,0,0
2019-01-29 22:15:00,-14.8075,-12.875,926.024,33.906,0,0,0,0
2019-01-29 22:30:00,-15.025,-12.875,926.023,33.906,0,0,0,0
2019-01-29 22:45:00,-14.9825,-12.875,926.033,33.906,0,0,0,0
2019-01-29 23:00:00,-15,-12.875,926.032,33.906,0,0,0,0
2019-01-29 23:15:00,-15.215,-12.875,926.034,33.906,0,0,0,0
2019-01-29 23:30:00,-15.6,-12.875,926.019,33.906,0,0,0,0
2019-01-29 23:45:00,-15.565,-12.875,926.01,33.906,0,0,0,0
2019-01-30 00:00:00,-15.5275,-12.875,926.015,33.906,0,0,0,0
2019-01-30 00:15:00,-15.945,-12.875,926.016,33.906,0,0,0,0
2019-01-30 00:30:00,-16.0775,-12.875,926.013,33.906,0,0,0,0
2019-01-30 00:45:00,-16.0475,-12.875,926.014,33.906,0,0,0,0
2019-01-30 01:00:00,-16.235,-12.875,926.01,33.906,0,0,0,0
2019-01-30 01:15:00,-15.9225,-12.875,926.01,33.906,0,0,0,0
2019-01-30 01:30:00,-15.75,-12.875,926.013,33.906,0,0,0,0
2019-01-30 01:45:00,-15.995,-12.875,926.011,33.906,0,0,0,0
2019-01-30 02:00:00,-16.195,-12.875,926.015,33.906,0,0,0,0
2019-01-30 02:15:00,-16.23,-12.875,926.017,33.906,0,0,0,0
2019-01-30 02:30:00,-16.65,-12.875,926.015,33.906,0,0,0,0
2019-01-30 02:45:00,-16.8975,-12.875,926.013,33.906,0,0,0,0
2019-01-30 03:00:00,-17.29,-12.875,926.011,33.906,0,0,0,0
2019-01-30 03:15:00,-17.6475,-12.875,926.013,33.906,0,0,0,0
2019-01-30 03:30:00,-17.825,-12.875,926.012,33.906,0,0,0,0
2019-01-30 03:45:00,-18.15,-12.875,926.01,33.906,0,0,0,0
2019-01-30 04:00:00,-18.5725,-12.875,926.01,33.906,0,0,0,0
2019-01-30 04:15:00,-18.6825,-12.875,926.006,33.906,0,0,0,0
2019-01-30 04:30:00,-19.2325,-12.875,926.017,33.906,0,0,0,0
2019-01-30 04:45:00,-19.05,-12.875,926.021,33.906,0,0,0,0
2019-01-30 05:00:00,-19.0125,-12.875,926.016,33.906,0,0,0,0
2019-01-30 05:15:00,-19.06,-12.875,926.015,33.906,0,0,0,0
2019-01-30 05:30:00,-19.145,-12.875,926.011,33.906,0,0,0,0
2019-01-30 05:45:00,-19.2839,-12.875,926.005,33.906,0,0,0,0
2019-01-30 06:00:00,-19.425,-12.875,926.012,33.906,0,0,0,0
2019-01-30 06:15:00,-19.34,-12.875,926.018,33.906,0,0,0,0
2019-01-30 06:30:00,-19.5875,-12.875,926.023,33.906,0,0,0,0
2019-01-30 06:45:00,-19.92,-12.875,926.023,33.906,0,0,0,0
2019-01-30 07:00:00,-20.595,-12.875,926.025,33.906,0,0,0,0
2019-01-30 07:15:00,-21.0575,-12.875,926.024,33.906,0,0,0,0
2019-01-30 07:30:00,-20.4675,-12.875,926.024,33.906,0,0,0,0
2019-01-30 07:45:00,-19.95,-12.875,926.023,33.906,0,0,0,0
2019-01-30 08:00:00,-20.06,-12.875,926.02,33.906,0,0,0,0
2019-01-30 08:15:00,-20.4125,-12.875,926.021,33.906,0,0,0,0
2019-01-30 08:30:00,-20.55,-12.875,926.021,33.906,0,0,0,0
2019-01-30 08:45:00,-20.475,-12.875,926.021,33.906,0,0,0,0
2019-01-30 09:00:00,-19.6575,-12.875,926.037,33.906,0,0,0,0
2019-01-30 09:15:00,-19.575,-12.875,926.038,33.906,0,0,2.65333,0.970267
2019-01-30 09:30:00,-18.7825,-12.875,926.034,33.906,49.775,44.7975,24.7333,2.984933
2019-01-30 09:45:00,-17.215,-12.875,926.031,33.906,94.125,84.7125,42.6133,5.518533
2019-01-30 10:00:00,-15.2025,-12.875,926.024,33.906,138.4,124.56,63.7867,10.8422
2019-01-30 10:15:00,-13.3425,-12.875,926.015,33.906,189.675,170.708,86.52,16.347534
2019-01-30 10:30:00,-11.0925,-12.875,926.009,33.906,248.325,223.492,114.227,21.7868
2019-01-30 10:45:00,-8.955,-12.875,925.996,33.906,316.975,285.277,146.267,26.756802
2019-01-30 11:00:00,-6.945,-12.875,925.985,33.906,378.25,340.425,174.72,30.434935
2019-01-30 11:15:00,-5.21,-12.875,925.975,33.906,442.5,398.25,205.4,34.024334
2019-01-30 11:30:00,-2.8775,-12.875,925.976,33.906,500.875,450.788,233.587,35.1722
2019-01-30 11:45:00,-2.29,-12.875,925.983,33.906,532.825,479.543,250.947,37.192204
2019-01-30 12:00:00,0.005,-12.875,925.994,33.906,587.575,528.818,277.08,40.085934
2019-01-30 12:15:00,2.325,-12.875,925.992,33.906,640.35,576.112,299.373,42.04767
2019-01-30 12:30:00,4.8625,-12.875,925.989,33.906,664.025,597.465,305.973,43.7714
2019-01-30 12:45:00,6.8275,-12.875,925.987,33.906,696.55,626.85,142.787,45.412735
2019-01-30 13:00:00,8.6675,-12.875,925.989,33.906,734.15,660.78,112.067,45.93687
2019-01-30 13:15:00,10.565,-12.875,925.989,33.906,759.175,683.213,111.44,46.877068
2019-01-30 13:30:00,10.6225,-12.875,925.988,33.906,774.95,697.365,113.813,47.557602
2019-01-30 13:45:00,11.515,-12.875,925.99,33.906,780.65,702.495,325.453,48.12747
2019-01-30 14:00:00,15.925,-12.875,925.99,33.906,785.575,706.905,389.987,48.6954
2019-01-30 14:15:00,15.3,-12.875,925.991,33.906,788.15,709.425,393.12,48.67167
2019-01-30 14:30:00,15.765,-12.875,925.995,33.906,792.075,712.845,394.507,48.581337
2019-01-30 14:45:00,16.24,-12.875,926.002,33.906,802.525,722.273,394.507,48.375736
2019-01-30 15:00:00,17.3875,-12.875,926.001,33.906,754.925,679.432,377.88,47.231068
2019-01-30 15:15:00,16.36,-12.875,926.003,33.906,742.7,668.43,372.4,45.499535
2019-01-30 15:30:00,14.9025,-12.875,926.004,33.906,693.15,623.835,346.227,42.268402
2019-01-30 15:45:00,17.3125,-12.875,926.018,33.906,650.85,585.765,325.227,40.028934
2019-01-30 16:00:00,14.5925,-12.875,926.027,33.906,607.3,546.57,299.227,38.159935
2019-01-30 16:15:00,19.0375,-12.875,926.033,33.906,571.425,514.282,280.813,34.908
2019-01-30 16:30:00,14.9925,-12.875,926.042,33.906,516.375,464.737,250.133,31.449202
2019-01-30 16:45:00,12.4225,-12.875,926.048,33.906,465.375,418.838,224.787,27.547003
2019-01-30 17:00:00,9.1325,-12.875,926.052,33.906,401.6,361.44,191.693,23.572802
2019-01-30 17:15:00,6.055,-12.875,926.058,33.906,338.55,304.695,159.96,19.159534
2019-01-30 17:30:00,2.3625,-12.875,926.06,33.906,274.9,247.41,130.093,14.5312
2019-01-30 17:45:00,-0.2125,-12.875,926.062,33.906,209.575,188.617,99.8,9.554667
2019-01-30 18:00:00,-3.265,-12.875,926.065,33.906,148.5,133.65,72.1333,4.816467
2019-01-30 18:15:00,-6.29,-12.875,926.063,33.906,93.7,84.33,47.0667,2.299733
2019-01-30 18:30:00,-8.9775,-12.875,926.062,33.906,47.675,42.9075,26.6933,0.864467
2019-01-30 18:45:00,-11.32,-12.875,926.062,33.906,5,4.5,11.64,0
2019-01-30 19:00:00,-12.99,-12.875,926.063,33.906,0,0,0,0
2019-01-30 19:15:00,-14.1225,-12.875,926.079,33.906,0,0,0,0
2019-01-30 19:30:00,-14.8017,-13.96,926.076,31.127,0,0,0,0
2019-01-30 19:45:00,-15.7225,-14.132,926.076,31.517,0,0,0,0
2019-01-30 20:00:00,-15.575,-14.447,926.074,35.054,0,0,0,0
2019-01-30 20:15:00,-16.2175,-14.336,926.072,35.702,0,0,0,0
2019-01-30 20:30:00,-16.9325,-15.246,926.072,37.896,0,0,0,0
2019-01-30 20:45:00,-17.575,-15.392,926.073,39.712,0,0,0,0
2019-01-30 21:00:00,-19.0425,-16.719,926.07,45.89,0,0,0,0
2019-01-30 21:15:00,-19.8875,-16.378,926.068,49.294,0,0,0,0
2019-01-30 21:30:00,-20.5475,-16.24,926.067,49.037,0,0,0,0
2019-01-30 21:45:00,-21.145,-16.146,926.069,48.581,0,0,0,0
2019-01-30 22:00:00,-21.755,-16.468,926.07,49.442,0,0,0,0
2019-01-30 22:15:00,-22.16,-16.861,926.068,49.489,0,0,0,0
2019-01-30 22:30:00,-22.485,-17.036,926.066,49.578,0,0,0,0
2019-01-30 22:45:00,-22.65,-17.741,926.066,50.96,0,0,0,0
2019-01-30 23:00:00,-23.1875,-17.403,926.067,49.902,0,0,0,0
2019-01-30 23:15:00,-23.7425,-17.512,926.067,50.567,0,0,0,0
2019-01-30 23:30:00,-23.2725,-17.54,926.069,50.347,0,0,0,0
2019-01-30 23:45:00,-23.51,-17.45,926.07,48.195,0,0,0,0
2019-01-31 00:00:00,-24.2525,-17.754,926.072,50.88,0,0,0,0
2019-01-31 00:15:00,-24.905,-17.876,926.07,51.114,0,0,0,0
2019-01-31 00:30:00,-24.68,-18.07,926.07,51.934,0,0,0,0
2019-01-31 00:45:00,-25.3375,-18.136,926.073,52.51,0,0,0,0
2019-01-31 01:00:00,-25.91,-18.58,926.071,53.651,0,0,0,0
2019-01-31 01:15:00,-25.6375,-18.409,926.074,52.771,0,0,0,0
2019-01-31 01:30:00,-26.275,-18.414,926.074,54.189,0,0,0,0
2019-01-31 01:45:00,-26.3775,-18.453,926.073,56.549,0,0,0,0
2019-01-31 02:00:00,-26.55,-18.412,926.071,58.695,0,0,0,0
2019-01-31 02:15:00,-27.135,-18.19,926.072,57.892,0,0,0,0
2019-01-31 02:30:00,-27.355,-18.376,926.073,58.913,0,0,0,0
2019-01-31 02:45:00,-27.17,-18.159,926.072,61.448,0,0,0,0
2019-01-31 03:00:00,-27.4425,-18.185,926.073,63.487,0,0,0,0
2019-01-31 03:15:00,-27.4575,-18.158,926.072,64.97,0,0,0,0
2019-01-31 03:30:00,-28.4875,-18.152,926.074,65.7,0,0,0,0
2019-01-31 03:45:00,-28.13,-17.83,926.073,65.859,0,0,0,0
2019-01-31 04:00:00,-26.745,-17.661,926.072,66.384,0,0,0,0
2019-01-31 04:15:00,-26.1825,-17.835,926.072,65.452,0,0,0,0
2019-01-31 04:30:00,-25.7525,-18.224,926.071,65.48,0,0,0,0
2019-01-31 04:45:00,-26.2675,-18.662,926.071,67.828,0,0,0,0
2019-01-31 05:00:00,-26.0225,-18.297,926.071,67.385,0,0,0,0
2019-01-31 05:15:00,-26.1,-18.035,926.07,67.788,0,0,0,0
2019-01-31 05:30:00,-26.405,-17.494,926.07,65.114,0,0,0,0
2019-01-31 05:45:00,-27.01,-17.43,926.07,64.148,0,0,0,0
2019-01-31 06:00:00,-27.52,-17.729,926.07,63.696,0,0,0,0
2019-01-31 06:15:00,-27.42,-18.341,926.071,65.287,0,0,0,0
2019-01-31 06:30:00,-27.7125,-17.477,926.07,62.933,0,0,0,0
2019-01-31 06:45:00,-27.3875,-16.994,926.07,63.442,0,0,0,0
2019-01-31 07:00:00,-27.515,-16.849,926.071,58.669,0,0,0,0
2019-01-31 07:15:00,-27.9,-17.107,926.07,56.313,0,0,0,0
2019-01-31 07:30:00,-28.39,-15.95,926.07,52.518,0,0,0,0
2019-01-31 07:45:00,-28.92,-16.538,926.07,55.159,0,0,0,0
2019-01-31 08:00:00,-28.5175,-16.379,926.069,55.061,0,0,0,0
2019-01-31 08:15:00,-28.4925,-17.071,926.067,57.564,0,0,0,0
2019-01-31 08:30:00,-29.0975,-16.97,926.067,56.584,0,0,0,0
2019-01-31 08:45:00,-27.6675,-17.212,926.067,57.613,0,0,0,0
2019-01-31 09:00:00,-26.9575,-16.997,926.061,58.701,0,0,0,0.097533
2019-01-31 09:15:00,-26.1975,-16.564,926.055,58.408,11.625,10.125,9.24,1.153933
2019-01-31 09:30:00,-23.6675,-16.252,926.056,57.597,50.625,45.36,23.0667,2.4464
2019-01-31 09:45:00,-19.1,-16.084,926.064,57.834,100.05,89.775,41.92,5.989934
2019-01-31 10:00:00,-13.8775,-15.624,926.062,59.617,160.525,144.27,68.12,16.230867
2019-01-31 10:15:00,-8.385,-14.536,926.055,56.815,219.925,197.775,95.72,22.697802
2019-01-31 10:30:00,-2.1225,-13.829,926.048,56.848,274.25,246.69,122.667,27.064535
2019-01-31 10:45:00,0.12,-12.528,926.04,53.029,339.65,305.55,154.28,30.598269
2019-01-31 11:00:00,12.21,-11.643,926.034,48.744,392.375,352.89,184.36,33.203403
2019-01-31 11:15:00,18.55,-11.272,926.028,45.672,444.25,399.825,209.947,35.81487
2019-01-31 11:30:00,22.0625,-10.854,926.018,44.052,499.3,449.37,237.973,38.5978
2019-01-31 11:45:00,20.075,-10.541,926.014,43.357,563.15,506.835,264.52,40.264133
2019-01-31 12:00:00,29.38,-10.144,926.011,42.675,603.35,543.015,287.933,41.623535
2019-01-31 12:15:00,32.9625,-9.832,926.011,42.069,655.125,589.613,310.333,42.567135
2019-01-31 12:30:00,33.5675,-9.278,926.009,41.35,699.05,629.145,330.253,43.9322
2019-01-31 12:45:00,38.1875,-8.833,926.013,39.784,731.6,658.44,100,46.657204
2019-01-31 13:00:00,38.585,-8.726,926.011,38.687,772.65,695.385,60,47.842533
2019-01-31 13:15:00,39.15,-8.552,926.007,38.284,798.075,718.268,62.3733,48.404667
2019-01-31 13:30:00,40.8325,-8.165,926.001,36.762,796.425,716.782,70.3733,48.567535
2019-01-31 13:45:00,40.3025,-7.894,926,36.478,797.7,717.93,322.28,48.682404
2019-01-31 14:00:00,32.6375,-7.41,926.001,35.528,801.95,721.755,401.52,48.53207
2019-01-31 14:15:00,41.49,-7.319,926.002,33.542,790.075,711.068,397.467,47.948135
2019-01-31 14:30:00,36.9675,-7.035,926.002,32.783,785.325,706.793,392.84,47.6206
2019-01-31 14:45:00,31.43,-6.753,926.001,31.062,783.55,705.195,386.2,47.304935
2019-01-31 15:00:00,27.65,-6.768,926.002,28.917,750.4,675.36,376.12,46.42447
2019-01-31 15:15:00,29.0525,-6.323,926.002,26.636,731.475,658.327,368.013,44.9082
2019-01-31 15:30:00,26.19,-6.173,926.011,25.489,692.375,623.16,347.027,42.829933
2019-01-31 15:45:00,23.9675,-6.031,926.02,26.175,645.625,581.085,321.493,41.005
2019-01-31 16:00:00,19.4314,-5.786,926.024,25.202,623.263,561.143,306.332,38.852467
2019-01-31 16:15:00,18.11,-5.827,926.031,25.16,578.125,520.537,280.173,36.219868
2019-01-31 16:30:00,14.4325,-5.582,926.036,24.602,531.925,478.957,254.8,33.573734
2019-01-31 16:45:00,13.38,-4.95,926.043,23.389,481.65,433.62,227.92,30.4822
2019-01-31 17:00:00,13.155,-4.817,926.05,23.204,430.075,387.225,200.933,27.028067
2019-01-31 17:15:00,9.82,-5.128,926.058,26.11,372.35,335.385,171.293,23.305468
2019-01-31 17:30:00,5.82,-5.476,926.059,27.359,311.875,280.89,141.893,18.772867
2019-01-31 17:45:00,3.09,-5.925,926.062,28.761,249.4,224.685,112.52,13.162
2019-01-31 18:00:00,-0.00749999,-6.119,926.059,29.796,187.15,168.615,85.6667,6.288133
2019-01-31 18:15:00,-2.2725,-6.451,926.062,30.628,126.525,113.872,58.88,2.726867
2019-01-31 18:30:00,-5.335,-7,926.065,32.372,65.9,59.31,32.32,0.923133
2019-01-31 18:45:00,-8.2175,-7.538,926.065,34.097,8.1,7.29,11.08,0
2019-01-31 19:00:00,-10.685,-8.329,926.066,36.512,0,0,0,0
2019-01-31 19:15:00,-12.2175,-8.81,926.063,37.237,0,0,0,0
2019-01-31 19:30:00,-13.8225,-9.102,926.067,37.408,0,0,0,0
2019-01-31 19:45:00,-13.99,-9.487,926.066,38.427,0,0,0,0
2019-01-31 20:00:00,-13.735,-9.502,926.067,37.969,0,0,0,0
2019-01-31 20:15:00,-14.63,-9.99,926.067,39.599,0,0,0,0
2019-01-31 20:30:00,-15.3625,-10.569,926.067,40.805,0,0,0,0
2019-01-31 20:45:00,-16.6975,-11.482,926.067,43.796,0,0,0,0
2019-01-31 21:00:00,-16.985,-11.752,926.064,44.691,0,0,0,0
2019-01-31 21:15:00,-17.8225,-11.809,926.066,44,0,0,0,0
2019-01-31 21:30:00,-18.56,-12.141,926.066,45.06,0,0,0,0
2019-01-31 21:45:00,-19.1875,-12.916,926.066,47.497,0,0,0,0
2019-01-31 22:00:00,-19.455,-12.285,926.067,45.503,0,0,0,0
2019-01-31 22:15:00,-18.645,-12.218,926.066,45.129,0,0,0,0
2019-01-31 22:30:00,-19.5475,-12.886,926.066,48.392,0,0,0,0
2019-01-31 22:45:00,-20.1737,-12.588,926.067,47.519,0,0,0,0
2019-01-31 23:00:00,-19.75,-12.519,926.067,47.332,0,0,0,0
2019-01-31 23:15:00,-19.81,-12.29,926.068,46.465,0,0,0,0
2019-01-31 23:30:00,-20.1125,-12.592,926.067,45.64,0,0,0,0
2019-01-31 23:45:00,-20.25,-14.347,926.067,52.6,0,0,0,0
2019-02-01 00:00:00,-20.54,-13.509,926.068,47.658,0,0,0,0
2019-02-01 00:15:00,-21.3075,-12.881,926.068,44.644,0,0,0,0
2019-02-01 00:30:00,-21.235,-11.838,926.069,40.105,0,0,0,0
2019-02-01 00:45:00,-21.2825,-12.527,926.068,40.948,0,0,0,0
2019-02-01 01:00:00,-21.0325,-12.422,926.069,41.408,0,0,0,0
2019-02-01 01:15:00,-21.72,-12.303,926.068,40.297,0,0,0,0
2019-02-01 01:30:00,-21.175,-11.574,926.069,37.648,0,0,0,0
2019-02-01 01:45:00,-21.2875,-11.969,926.069,38.761,0,0,0,0
2019-02-01 02:00:00,-22.075,-11.797,926.068,37.564,0,0,0,0
2019-02-01 02:15:00,-22.7125,-12.034,926.067,38.242,0,0,0,0
2019-02-01 02:30:00,-22.17,-12.373,926.067,39.192,0,0,0,0
2019-02-01 02:45:00,-22.8425,-12.47,926.067,39.66,0,0,0,0
2019-02-01 03:00:00,-23.215,-12.589,926.066,39.869,0,0,0,0
2019-02-01 03:15:00,-23.1425,-12.186,926.067,38.958,0,0,0,0
2019-02-01 03:30:00,-23.0725,-12.668,926.066,40.433,0,0,0,0
2019-02-01 03:45:00,-23.135,-12.623,926.066,40.472,0,0,0,0
2019-02-01 04:00:00,-23.5275,-12.062,926.065,38.274,0,0,0,0
2019-02-01 04:15:00,-23.47,-12.245,926.067,38.996,0,0,0,0
2019-02-01 04:30:00,-22.985,-12.457,926.067,40.156,0,0,0,0
2019-02-01 04:45:00,-23.3525,-12.562,926.067,40.732,0,0,0,0
2019-02-01 05:00:00,-23.505,-12.297,926.066,39.682,0,0,0,0
2019-02-01 05:15:00,-23.405,-12.577,926.066,41.029,0,0,0,0
2019-02-01 05:30:00,-23.6525,-12.802,926.064,41.379,0,0,0,0
2019-02-01 05:45:00,-23.8775,-12.93,926.064,41.208,0,0,0,0
2019-02-01 06:00:00,-23.86,-12.892,926.064,41.055,0,0,0,0
2019-02-01 06:15:00,-23.9775,-12.809,926.063,40.838,0,0,0,0
2019-02-01 06:30:00,-24.0925,-12.472,926.065,39.548,0,0,0,0
2019-02-01 06:45:00,-23.64,-12.74,926.066,39.853,0,0,0,0
2019-02-01 07:00:00,-24.3725,-12.764,926.066,40,0,0,0,0
2019-02-01 07:15:00,-24.53,-12.916,926.066,40.469,0,0,0,0
2019-02-01 07:30:00,-24.9,-12.91,926.067,40.354,0,0,0,0
2019-02-01 07:45:00,-24.3825,-12.537,926.067,38.858,0,0,0,0
2019-02-01 08:00:00,-24.9382,-12.386,926.067,38.313,0,0,0,0
2019-02-01 08:15:00,-24.6475,-12.948,926.069,39.55,0,0,0,0
2019-02-01 08:30:00,-25.05,-15.086,926.068,47.149,0,0,0,0
2019-02-01 08:45:00,-24.5025,-12.691,926.068,39.66,0,0,0,0
2019-02-01 09:00:00,-24.2425,-12.715,926.064,39.228,0,0,0,0
2019-02-01 09:15:00,-23.5875,-12.817,926.059,39.045,0,0,6.24,0.653933
2019-02-01 09:30:00,-21.7325,-12.745,926.057,38.872,32.85,29.475,16.2,2.587467
2019-02-01 09:45:00,-18.8375,-13.152,926.058,40.468,81.15,72.9451,38.1333,4.477
2019-02-01 10:00:00,-16.075,-13.057,926.056,40.563,114.625,102.915,53.2267,8.466134
2019-02-01 10:15:00,-10.945,-12.69,926.055,40.04,161,144.9,79.04,12.2256
2019-02-01 10:30:00,-6.4525,-12.051,926.052,38.834,211.95,190.755,104.16,15.402001
2019-02-01 10:45:00,-0.3375,-12.678,926.051,41.226,217.325,195.592,105.773,17.710533
2019-02-01 11:00:00,-1.9075,-11.655,926.041,39.747,317.925,286.133,152.16,27.379469
2019-02-01 11:15:00,5.0625,-10.568,926.027,34.498,427.25,384.525,201.853,31.52
2019-02-01 11:30:00,14.13,-10.061,926.02,33.633,486.325,437.693,232.36,33.58587
2019-02-01 11:45:00,16.4975,-9.158,926.014,32.317,533.4,480.06,255.693,35.873802
2019-02-01 12:00:00,19.48,-8.429,926.009,31.524,592.175,532.958,282.493,38.472
2019-02-01 12:15:00,24.8275,-7.594,926.014,30.268,704.475,634.027,343.773,20.7334
2019-02-01 12:30:00,23.01,-7.072,926.005,30.258,662.875,596.588,313.093,37.810802
2019-02-01 12:45:00,27.3875,-6.979,926.002,30.527,685.55,616.995,176.8,40.78767
2019-02-01 13:00:00,28.18,-6.718,925.998,30.752,706.175,635.558,127.013,42.38667
2019-02-01 13:15:00,28.9675,-6.278,925.995,30.504,722.2,649.98,130.373,42.034134
2019-02-01 13:30:00,28.83,-6.078,925.994,30.211,722,649.8,144.4,42.026936
2019-02-01 13:45:00,28.4775,-5.878,926.001,30.073,744.975,670.477,343.187,27.688934
2019-02-01 14:00:00,16.16,-5.826,926.042,29.845,395.5,355.95,217.173,21.496
2019-02-01 14:15:00,14.8625,-5.506,926.034,29.756,447.2,402.48,244.293,16.039066
2019-02-01 14:30:00,6.875,-5.248,926.036,29.57,382.75,344.565,217.48,13.028467
2019-02-01 14:45:00,2.82,-5.178,926.039,29.334,355.35,319.793,201.387,10.180334
